Anonymous Order Key,Anonymous Customer Key,Order Date,Ship Date,Ship Mode,Segment,Country,State,Region,Product ID,Category,Sub-Category,Product Name,Sales,Product ID Reused,Product Name Multiple IDs,Product Key,Shipping Days,Order Year,Order Month Number,Order Month,Order Year-Month,Data Quality Issue Count,Data Quality Status,Data Quality Notes
ORD-02457,CUST-0144,2017-11-08,2017-11-11,Second Class,Consumer,United States,Kentucky,South,FUR-BO-10001798,Furniture,Bookcases,Bush Somerset Collection Bookcase,261.96,False,False,FUR-BO-10001798 | Bush Somerset Collection Bookcase,3,2017,11,November,2017-11,0,Passed,No known data-quality issue
ORD-00821,CUST-0415,2016-11-07,2016-11-09,Second Class,Corporate,United States,California,West,FUR-CH-10000595,Furniture,Chairs,Safco Contoured Stacking Chairs,190.72,False,False,FUR-CH-10000595 | Safco Contoured Stacking Chairs,2,2016,11,November,2016-11,0,Passed,No known data-quality issue
ORD-04775,CUST-0345,2018-09-07,2018-09-11,Standard Class,Consumer,United States,California,West,FUR-FU-10000448,Furniture,Furnishings,Tenex Chairmats For Use With Carpeted Floors,47.94,False,False,FUR-FU-10000448 | Tenex Chairmats For Use With Carpeted Floors,4,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-02728,CUST-0648,2017-05-29,2017-06-01,Second Class,Consumer,United States,Alabama,South,TEC-PH-10000984,Technology,Phones,Panasonic KX-TG9471B,979.95,False,False,TEC-PH-10000984 | Panasonic KX-TG9471B,3,2017,5,May,2017-05,0,Passed,No known data-quality issue
ORD-02728,CUST-0648,2017-05-29,2017-06-01,Second Class,Consumer,United States,Alabama,South,OFF-BI-10002557,Office Supplies,Binders,Presstex Flexible Ring Binders,22.75,False,False,OFF-BI-10002557 | Presstex Flexible Ring Binders,3,2017,5,May,2017-05,0,Passed,No known data-quality issue
ORD-02074,CUST-0002,2017-07-10,2017-07-16,Standard Class,Consumer,United States,Arizona,West,OFF-ST-10001325,Office Supplies,Storage,Sterilite Officeware Hinged File Box,16.768,False,False,OFF-ST-10001325 | Sterilite Officeware Hinged File Box,6,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-04744,CUST-0276,2018-09-03,2018-09-08,Second Class,Consumer,United States,Illinois,Central,OFF-BI-10002429,Office Supplies,Binders,"Premier Elliptical Ring Binder, Black",42.616,False,False,"OFF-BI-10002429 | Premier Elliptical Ring Binder, Black",5,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-01405,CUST-0533,2016-12-03,2016-12-08,Standard Class,Home Office,United States,New York,East,OFF-BI-10004528,Office Supplies,Binders,Cardinal Poly Pocket Divider Pockets for Ring Binders,10.752,False,False,OFF-BI-10004528 | Cardinal Poly Pocket Divider Pockets for Ring Binders,5,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-01232,CUST-0213,2016-12-07,2016-12-11,Standard Class,Consumer,United States,Kentucky,South,OFF-AP-10001271,Office Supplies,Appliances,Eureka The Boss Cordless Rechargeable Stick Vac,152.94,False,False,OFF-AP-10001271 | Eureka The Boss Cordless Rechargeable Stick Vac,4,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-01232,CUST-0213,2016-12-07,2016-12-11,Standard Class,Consumer,United States,Kentucky,South,FUR-CH-10002647,Furniture,Chairs,"Situations Contoured Folding Chairs, 4/Set",283.92,False,False,"FUR-CH-10002647 | Situations Contoured Folding Chairs, 4/Set",4,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-00486,CUST-0069,2015-02-01,2015-02-03,First Class,Consumer,United States,Wisconsin,Central,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,468.9,False,False,TEC-AC-10001432 | Enermax Aurora Lite Keyboard,2,2015,2,February,2015-02,0,Passed,No known data-quality issue
ORD-02228,CUST-0279,2017-07-14,2017-07-17,First Class,Corporate,United States,Arizona,West,TEC-PH-10002262,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,380.864,False,False,TEC-PH-10002262 | LG Electronics Tone+ HBS-730 Bluetooth Headset,3,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-04315,CUST-0466,2016-12-18,2016-12-23,Standard Class,Consumer,United States,Ohio,East,OFF-ST-10001809,Office Supplies,Storage,Fellowes Officeware Wire Shelving,646.776,False,False,OFF-ST-10001809 | Fellowes Officeware Wire Shelving,5,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-00059,CUST-0593,2015-05-11,2015-05-16,Standard Class,Consumer,United States,Texas,Central,TEC-AC-10001465,Technology,Accessories,SanDisk Cruzer 64 GB USB Flash Drive,58.112,False,False,TEC-AC-10001465 | SanDisk Cruzer 64 GB USB Flash Drive,5,2015,5,May,2015-05,0,Passed,No known data-quality issue
ORD-00059,CUST-0593,2015-05-11,2015-05-16,Standard Class,Consumer,United States,Texas,Central,TEC-PH-10002597,Technology,Phones,Xblue XB-1670-86 X16 Small Office Telephone - Titanium,100.792,False,False,TEC-PH-10002597 | Xblue XB-1670-86 X16 Small Office Telephone - Titanium,5,2015,5,May,2015-05,0,Passed,No known data-quality issue
ORD-00059,CUST-0593,2015-05-11,2015-05-16,Standard Class,Consumer,United States,Texas,Central,FUR-FU-10000723,Furniture,Furnishings,"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",66.112,False,False,"FUR-FU-10000723 | Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting",5,2015,5,May,2015-05,0,Passed,No known data-quality issue
ORD-03993,CUST-0054,2018-11-19,2018-11-22,First Class,Home Office,United States,New York,East,OFF-BI-10000404,Office Supplies,Binders,Avery Printable Repositionable Plastic Tabs,41.28,False,False,OFF-BI-10000404 | Avery Printable Repositionable Plastic Tabs,3,2018,11,November,2018-11,0,Passed,No known data-quality issue
ORD-03993,CUST-0054,2018-11-19,2018-11-22,First Class,Home Office,United States,New York,East,OFF-PA-10002986,Office Supplies,Paper,Xerox 1898,13.36,False,False,OFF-PA-10002986 | Xerox 1898,3,2018,11,November,2018-11,0,Passed,No known data-quality issue
ORD-00964,CUST-0216,2016-11-15,2016-11-17,Second Class,Corporate,United States,Illinois,Central,OFF-ST-10000604,Office Supplies,Storage,Home/Office Personal File Carts,250.272,False,False,OFF-ST-10000604 | Home/Office Personal File Carts,2,2016,11,November,2016-11,0,Passed,No known data-quality issue
ORD-00964,CUST-0216,2016-11-15,2016-11-17,Second Class,Corporate,United States,Illinois,Central,OFF-BI-10004738,Office Supplies,Binders,Flexible Leather- Look Classic Collection Ring Binder,11.364,False,False,OFF-BI-10004738 | Flexible Leather- Look Classic Collection Ring Binder,2,2016,11,November,2016-11,0,Passed,No known data-quality issue
ORD-00964,CUST-0216,2016-11-15,2016-11-17,Second Class,Corporate,United States,Illinois,Central,OFF-SU-10001935,Office Supplies,Supplies,Staple remover,8.72,False,True,OFF-SU-10001935 | Staple remover,2,2016,11,November,2016-11,1,Review Required,Product name linked to multiple IDs
ORD-02221,CUST-0068,2017-04-15,2017-04-17,Second Class,Consumer,United States,California,West,FUR-CH-10002024,Furniture,Chairs,HON 5400 Series Task Chairs for Big and Tall,1121.568,False,False,FUR-CH-10002024 | HON 5400 Series Task Chairs for Big and Tall,2,2017,4,April,2017-04,0,Passed,No known data-quality issue
ORD-03010,CUST-0630,2018-09-11,2018-09-12,First Class,Consumer,United States,Florida,South,FUR-FU-10003039,Furniture,Furnishings,"Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",34.504,False,False,"FUR-FU-10003039 | Howard Miller 11-1/2"" Diameter Grantwood Wall Clock",1,2018,9,September,2018-09,0,Passed,No known data-quality issue
ORD-02798,CUST-0312,2018-11-24,2018-11-28,Standard Class,Consumer,United States,Texas,Central,OFF-FA-10004248,Office Supplies,Fasteners,Advantus T-Pin Paper Clips,10.824,False,False,OFF-FA-10004248 | Advantus T-Pin Paper Clips,4,2018,11,November,2018-11,0,Passed,No known data-quality issue
ORD-02770,CUST-0216,2018-06-29,2018-07-03,Second Class,Corporate,United States,California,West,OFF-ST-10001780,Office Supplies,Storage,Tennsco 16-Compartment Lockers with Coat Rack,1295.78,False,False,OFF-ST-10001780 | Tennsco 16-Compartment Lockers with Coat Rack,4,2018,6,June,2018-06,0,Passed,No known data-quality issue
ORD-00642,CUST-0039,2015-03-03,2015-03-07,Second Class,Consumer,United States,North Carolina,South,OFF-AR-10003560,Office Supplies,Art,Zebra Zazzle Fluorescent Highlighters,19.456,False,False,OFF-AR-10003560 | Zebra Zazzle Fluorescent Highlighters,4,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-01871,CUST-0581,2017-06-10,2017-06-15,Standard Class,Consumer,United States,California,West,OFF-LA-10001297,Office Supplies,Labels,Avery 473,20.7,False,False,OFF-LA-10001297 | Avery 473,5,2017,6,June,2017-06,0,Passed,No known data-quality issue
ORD-01871,CUST-0581,2017-06-10,2017-06-15,Standard Class,Consumer,United States,California,West,FUR-TA-10004256,Furniture,Tables,Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,1335.68,False,False,FUR-TA-10004256 | Bretford “Just In Time” Height-Adjustable Multi-Task Work Tables,5,2017,6,June,2017-06,0,Passed,No known data-quality issue
ORD-01871,CUST-0581,2017-06-10,2017-06-15,Standard Class,Consumer,United States,California,West,OFF-PA-10003441,Office Supplies,Paper,Xerox 226,32.4,False,False,OFF-PA-10003441 | Xerox 226,5,2017,6,June,2017-06,0,Passed,No known data-quality issue
ORD-03124,CUST-0468,2018-11-20,2018-11-22,Second Class,Consumer,United States,California,West,FUR-FU-10003347,Furniture,Furnishings,Coloredge Poster Frame,42.6,False,False,FUR-FU-10003347 | Coloredge Poster Frame,2,2018,11,November,2018-11,0,Passed,No known data-quality issue
ORD-03124,CUST-0468,2018-11-20,2018-11-22,Second Class,Consumer,United States,California,West,OFF-BI-10000069,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",84.056,False,False,"OFF-BI-10000069 | GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",2,2018,11,November,2018-11,0,Passed,No known data-quality issue
ORD-00537,CUST-0125,2015-09-14,2015-09-18,Second Class,Consumer,United States,Florida,South,OFF-AP-10003914,Office Supplies,Appliances,"Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",13.0,False,False,"OFF-AP-10003914 | Sanitaire Vibra Groomer IR Commercial Upright Vacuum, Replacement Belts",4,2015,9,September,2015-09,0,Passed,No known data-quality issue
ORD-00537,CUST-0125,2015-09-14,2015-09-18,Second Class,Consumer,United States,Florida,South,FUR-FU-10004020,Furniture,Furnishings,Advantus Panel Wall Acrylic Frame,13.128,False,False,FUR-FU-10004020 | Advantus Panel Wall Acrylic Frame,4,2015,9,September,2015-09,0,Passed,No known data-quality issue
ORD-01175,CUST-0363,2016-12-07,2016-12-09,First Class,Consumer,United States,Washington,West,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",3.96,False,False,"OFF-FA-10003467 | Alliance Big Bands Rubber Bands, 12/Pack",2,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-01175,CUST-0363,2016-12-07,2016-12-09,First Class,Consumer,United States,Washington,West,OFF-LA-10000634,Office Supplies,Labels,Avery 509,2.61,False,False,OFF-LA-10000634 | Avery 509,2,2016,12,December,2016-12,0,Passed,No known data-quality issue
ORD-03488,CUST-0291,2018-12-07,2018-12-10,First Class,Consumer,United States,California,West,TEC-PH-10002496,Technology,Phones,Cisco SPA301,374.376,False,False,TEC-PH-10002496 | Cisco SPA301,3,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-03871,CUST-0249,2018-10-01,2018-10-08,Standard Class,Corporate,United States,Washington,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,91.84,False,False,OFF-PA-10004530 | Personal Creations Ink Jet Cards and Labels,7,2018,10,October,2018-10,0,Passed,No known data-quality issue
ORD-03871,CUST-0249,2018-10-01,2018-10-08,Standard Class,Corporate,United States,Washington,West,OFF-BI-10001107,Office Supplies,Binders,"GBC White Gloss Covers, Plain Front",81.088,False,False,"OFF-BI-10001107 | GBC White Gloss Covers, Plain Front",7,2018,10,October,2018-10,0,Passed,No known data-quality issue
ORD-03871,CUST-0249,2018-10-01,2018-10-08,Standard Class,Corporate,United States,Washington,West,OFF-PA-10004451,Office Supplies,Paper,Xerox 222,19.44,False,False,OFF-PA-10004451 | Xerox 222,7,2018,10,October,2018-10,0,Passed,No known data-quality issue
ORD-03871,CUST-0249,2018-10-01,2018-10-08,Standard Class,Corporate,United States,Washington,West,FUR-CH-10004997,Furniture,Chairs,Hon Every-Day Series Multi-Task Chairs,451.152,False,False,FUR-CH-10004997 | Hon Every-Day Series Multi-Task Chairs,7,2018,10,October,2018-10,0,Passed,No known data-quality issue
ORD-04030,CUST-0362,2018-12-28,2019-01-04,Standard Class,Consumer,United States,New York,East,OFF-LA-10001297,Office Supplies,Labels,Avery 473,72.45,False,False,OFF-LA-10001297 | Avery 473,7,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-04030,CUST-0362,2018-12-28,2019-01-04,Standard Class,Consumer,United States,New York,East,OFF-FA-10000585,Office Supplies,Fasteners,OIC Bulk Pack Metal Binder Clips,13.96,False,False,OFF-FA-10000585 | OIC Bulk Pack Metal Binder Clips,7,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-04030,CUST-0362,2018-12-28,2019-01-04,Standard Class,Consumer,United States,New York,East,OFF-BI-10001922,Office Supplies,Binders,Storex Dura Pro Binders,33.264,False,True,OFF-BI-10001922 | Storex Dura Pro Binders,7,2018,12,December,2018-12,1,Review Required,Product name linked to multiple IDs
ORD-04030,CUST-0362,2018-12-28,2019-01-04,Standard Class,Consumer,United States,New York,East,TEC-PH-10000347,Technology,Phones,Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,14.85,False,False,TEC-PH-10000347 | Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,7,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-02085,CUST-0686,2017-11-03,2017-11-07,Standard Class,Consumer,United States,Washington,West,OFF-AR-10003394,Office Supplies,Art,Newell 332,8.82,False,False,OFF-AR-10003394 | Newell 332,4,2017,11,November,2017-11,0,Passed,No known data-quality issue
ORD-01431,CUST-0749,2016-09-18,2016-09-22,Second Class,Consumer,United States,California,West,OFF-PA-10004530,Office Supplies,Paper,Personal Creations Ink Jet Cards and Labels,160.72,False,False,OFF-PA-10004530 | Personal Creations Ink Jet Cards and Labels,4,2016,9,September,2016-09,0,Passed,No known data-quality issue
ORD-01431,CUST-0749,2016-09-18,2016-09-22,Second Class,Consumer,United States,California,West,OFF-PA-10001450,Office Supplies,Paper,Rediform S.O.S. Phone Message Books,19.92,False,False,OFF-PA-10001450 | Rediform S.O.S. Phone Message Books,4,2016,9,September,2016-09,0,Passed,No known data-quality issue
ORD-01431,CUST-0749,2016-09-18,2016-09-22,Second Class,Consumer,United States,California,West,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,7.3,False,False,OFF-SU-10001574 | Acme Value Line Scissors,4,2016,9,September,2016-09,0,Passed,No known data-quality issue
ORD-03121,CUST-0173,2018-07-20,2018-07-26,Standard Class,Consumer,United States,Illinois,Central,OFF-ST-10002974,Office Supplies,Storage,"Trav-L-File Heavy-Duty Shuttle II, Black",69.712,False,False,"OFF-ST-10002974 | Trav-L-File Heavy-Duty Shuttle II, Black",6,2018,7,July,2018-07,0,Passed,No known data-quality issue
ORD-03121,CUST-0173,2018-07-20,2018-07-26,Standard Class,Consumer,United States,Illinois,Central,FUR-FU-10001475,Furniture,Furnishings,"Contract Clock, 14"", Brown",8.792,False,False,"FUR-FU-10001475 | Contract Clock, 14"", Brown",6,2018,7,July,2018-07,0,Passed,No known data-quality issue
ORD-01209,CUST-0130,2016-09-10,2016-09-14,Standard Class,Consumer,United States,California,West,OFF-SU-10004498,Office Supplies,Supplies,Martin-Yale Premier Letter Opener,51.52,False,False,OFF-SU-10004498 | Martin-Yale Premier Letter Opener,4,2016,9,September,2016-09,0,Passed,No known data-quality issue
ORD-03651,CUST-0239,2018-12-01,2018-12-05,Standard Class,Consumer,United States,Colorado,West,TEC-PH-10004977,Technology,Phones,GE 30524EE4,470.376,False,False,TEC-PH-10004977 | GE 30524EE4,4,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-03651,CUST-0239,2018-12-01,2018-12-05,Standard Class,Consumer,United States,Colorado,West,TEC-PH-10000586,Technology,Phones,AT&T SB67148 SynJ,105.584,False,False,TEC-PH-10000586 | AT&T SB67148 SynJ,4,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-03651,CUST-0239,2018-12-01,2018-12-05,Standard Class,Consumer,United States,Colorado,West,OFF-AP-10000358,Office Supplies,Appliances,Fellowes Basic Home/Office Series Surge Protectors,31.152,False,False,OFF-AP-10000358 | Fellowes Basic Home/Office Series Surge Protectors,4,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-03651,CUST-0239,2018-12-01,2018-12-05,Standard Class,Consumer,United States,Colorado,West,OFF-BI-10002764,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,6.783,False,False,OFF-BI-10002764 | Recycled Pressboard Report Cover with Reinforced Top Hinge,4,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-03651,CUST-0239,2018-12-01,2018-12-05,Standard Class,Consumer,United States,Colorado,West,TEC-PH-10001254,Technology,Phones,Jabra BIZ 2300 Duo QD Duo Corded Headset,406.368,False,False,TEC-PH-10001254 | Jabra BIZ 2300 Duo QD Duo Corded Headset,4,2018,12,December,2018-12,0,Passed,No known data-quality issue
ORD-01142,CUST-0074,2016-07-03,2016-07-09,Standard Class,Consumer,United States,Kentucky,South,FUR-CH-10003956,Furniture,Chairs,Novimex High-Tech Fabric Mesh Task Chair,70.98,False,False,FUR-CH-10003956 | Novimex High-Tech Fabric Mesh Task Chair,6,2016,7,July,2016-07,0,Passed,No known data-quality issue
ORD-01142,CUST-0074,2016-07-03,2016-07-09,Standard Class,Consumer,United States,Kentucky,South,OFF-LA-10003930,Office Supplies,Labels,"Dot Matrix Printer Tape Reel Labels, White, 5000/Box",294.93,False,False,"OFF-LA-10003930 | Dot Matrix Printer Tape Reel Labels, White, 5000/Box",6,2016,7,July,2016-07,0,Passed,No known data-quality issue
ORD-04595,CUST-0792,2017-03-20,2017-03-24,Standard Class,Consumer,United States,Oregon,West,TEC-PH-10003800,Technology,Phones,i.Sound Portable Power - 8000 mAh,84.784,False,False,TEC-PH-10003800 | i.Sound Portable Power - 8000 mAh,4,2017,3,March,2017-03,0,Passed,No known data-quality issue
ORD-04595,CUST-0792,2017-03-20,2017-03-24,Standard Class,Consumer,United States,Oregon,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,20.736,False,False,OFF-PA-10002005 | Xerox 225,4,2017,3,March,2017-03,0,Passed,No known data-quality issue
ORD-04595,CUST-0792,2017-03-20,2017-03-24,Standard Class,Consumer,United States,Oregon,West,OFF-BI-10002498,Office Supplies,Binders,Clear Mylar Reinforcing Strips,16.821,False,False,OFF-BI-10002498 | Clear Mylar Reinforcing Strips,4,2017,3,March,2017-03,0,Passed,No known data-quality issue
ORD-04595,CUST-0792,2017-03-20,2017-03-24,Standard Class,Consumer,United States,Oregon,West,OFF-PA-10004101,Office Supplies,Paper,Xerox 1894,10.368,False,False,OFF-PA-10004101 | Xerox 1894,4,2017,3,March,2017-03,0,Passed,No known data-quality issue
ORD-00428,CUST-0541,2015-01-09,2015-01-13,Standard Class,Consumer,United States,Texas,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,9.344,False,False,OFF-AR-10004078 | Newell 312,4,2015,1,January,2015-01,0,Passed,No known data-quality issue
ORD-00428,CUST-0541,2015-01-09,2015-01-13,Standard Class,Consumer,United States,Texas,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,31.2,False,False,TEC-AC-10001266 | Memorex Micro Travel Drive 8 GB,4,2015,1,January,2015-01,0,Passed,No known data-quality issue
ORD-00382,CUST-0470,2015-08-08,2015-08-15,Standard Class,Consumer,United States,California,West,OFF-AP-10004708,Office Supplies,Appliances,Fellowes Superior 10 Outlet Split Surge Protector,76.12,False,False,OFF-AP-10004708 | Fellowes Superior 10 Outlet Split Surge Protector,7,2015,8,August,2015-08,0,Passed,No known data-quality issue
ORD-00382,CUST-0470,2015-08-08,2015-08-15,Standard Class,Consumer,United States,California,West,TEC-CO-10004115,Technology,Copiers,Sharp AL-1530CS Digital Copier,1199.976,False,False,TEC-CO-10004115 | Sharp AL-1530CS Digital Copier,7,2015,8,August,2015-08,0,Passed,No known data-quality issue
ORD-00382,CUST-0470,2015-08-08,2015-08-15,Standard Class,Consumer,United States,California,West,TEC-PH-10002398,Technology,Phones,AT&T 1070 Corded Phone,445.96,False,False,TEC-PH-10002398 | AT&T 1070 Corded Phone,7,2015,8,August,2015-08,0,Passed,No known data-quality issue
ORD-00382,CUST-0470,2015-08-08,2015-08-15,Standard Class,Consumer,United States,California,West,FUR-FU-10001979,Furniture,Furnishings,Dana Halogen Swing-Arm Architect Lamp,327.76,False,False,FUR-FU-10001979 | Dana Halogen Swing-Arm Architect Lamp,7,2015,8,August,2015-08,0,Passed,No known data-quality issue
ORD-01980,CUST-0757,2017-07-14,2017-07-16,First Class,Consumer,United States,Pennsylvania,East,OFF-SU-10004115,Office Supplies,Supplies,Acme Stainless Steel Office Snips,11.632,False,False,OFF-SU-10004115 | Acme Stainless Steel Office Snips,2,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-04428,CUST-0148,2017-07-16,2017-07-21,Standard Class,Consumer,United States,Pennsylvania,East,TEC-PH-10001425,Technology,Phones,Mophie Juice Pack Helium for iPhone,143.982,False,False,TEC-PH-10001425 | Mophie Juice Pack Helium for iPhone,5,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-04428,CUST-0148,2017-07-16,2017-07-21,Standard Class,Consumer,United States,Pennsylvania,East,TEC-PH-10003963,Technology,Phones,GE 2-Jack Phone Line Splitter,494.376,False,False,TEC-PH-10003963 | GE 2-Jack Phone Line Splitter,5,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-04428,CUST-0148,2017-07-16,2017-07-21,Standard Class,Consumer,United States,Pennsylvania,East,OFF-SU-10001574,Office Supplies,Supplies,Acme Value Line Scissors,5.84,False,False,OFF-SU-10001574 | Acme Value Line Scissors,5,2017,7,July,2017-07,0,Passed,No known data-quality issue
ORD-00578,CUST-0056,2015-03-15,2015-03-19,Standard Class,Consumer,United States,Florida,South,OFF-ST-10001490,Office Supplies,Storage,"Hot File 7-Pocket, Floor Stand",142.776,False,False,"OFF-ST-10001490 | Hot File 7-Pocket, Floor Stand",4,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-00578,CUST-0056,2015-03-15,2015-03-19,Standard Class,Consumer,United States,Florida,South,FUR-FU-10001756,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",45.696,False,False,"FUR-FU-10001756 | Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",4,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-00578,CUST-0056,2015-03-15,2015-03-19,Standard Class,Consumer,United States,Florida,South,OFF-BI-10000773,Office Supplies,Binders,Insertable Tab Post Binder Dividers,7.218,False,False,OFF-BI-10000773 | Insertable Tab Post Binder Dividers,4,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-00578,CUST-0056,2015-03-15,2015-03-19,Standard Class,Consumer,United States,Florida,South,OFF-BI-10001543,Office Supplies,Binders,GBC VeloBinder Manual Binding System,43.188,False,False,OFF-BI-10001543 | GBC VeloBinder Manual Binding System,4,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-00578,CUST-0056,2015-03-15,2015-03-19,Standard Class,Consumer,United States,Florida,South,OFF-PA-10002120,Office Supplies,Paper,Xerox 1889,131.904,False,False,OFF-PA-10002120 | Xerox 1889,4,2015,3,March,2015-03,0,Passed,No known data-quality issue
ORD-04134,CUST-0048,2015-05-23,2015-05-27,Standard Class,Consumer,United States,Pennsylvania,East,OFF-BI-10000848,Office Supplies,Binders,Angle-D Ring Binders,3.282,False,False,OFF-BI-10000848 | Angle-D Ring Binders,4,2015,5,May,2015-05,0,Passed,No known data-quality issue
ORD-04134,CUST-0048,2015-05-23,2015-05-27,Standard Class,Consumer,United States,Pennsylvania,East,OFF-AR-10001246,Office Supplies,Art,Newell 317,21.168,False,False,OFF-AR-10001246 | Newell 317,4,2015,5,May,2015-05,0,Passed,No known data-quality issue
ORD-04134,CUST-0048,2015-05-23,2015-05-27,Standard Class,Consumer,United States,Pennsylvania,East,TEC-PH-10003092,Technology,Phones,Motorola L804,55.188,False,False,TEC-PH-10003092 | Motorola L804,4,2015,5,May,2015-05,0,Passed,No known data-quality issue
ORD-02621,CUST-0554,2017-04-28,2017-05-01,First Class,Corporate,United States,Texas,Central,TEC-PH-10003012,Technology,Phones,Nortel Meridian M3904 Professional Digital phone,369.576,False,False,TEC-PH-10003012 | Nortel Meridian M3904 Professional Digital phone,3,2017,4,April,2017-04,0,Passed,No known data-quality issue
ORD-02621,CUST-0554,2017-04-28,2017-05-01,First Class,Corporate,United States,Texas,Central,OFF-LA-10004345,Office Supplies,Labels,Avery 493,15.712,False,False,OFF-LA-10004345 | Avery 493,3,2017,4,April,2017-04,0,Passed,No known data-quality issue
ORD-01994,CUST-0297,2017-09-11,2017-09-13,Second Class,Corporate,United States,Pennsylvania,East,OFF-PA-10001204,Office Supplies,Paper,Xerox 1972,8.448,False,False,OFF-PA-10001204 | Xerox 1972,2,2017,9,September,2017-09,0,Passed,No known data-quality issue
ORD-01994,CUST-0297,2017-09-11,2017-09-13,Second Class,Corporate,United States,Pennsylvania,East,TEC-PH-10004667,Technology,Phones,Cisco 8x8 Inc. 6753i IP Business Phone System,728.946,False,False,TEC-PH-10004667 | Cisco 8x8 Inc. 6753i IP Business Phone System,2,2017,9,September,2017-09,0,Passed,No known data-quality issue
ORD-03515,CUST-0150,2018-11-14,2018-11-17,Second Class,Consumer,United States,Ohio,East,TEC-PH-10000011,Technology,Phones,PureGear Roll-On Screen Protector,119.94,False,False,TEC-PH-10000011 | PureGear Roll-On Screen Protector,3,2018,11,November,2018-11,0,Passed,No known data-quality issue
ORD-03515,CUST-0150,2018-11-14,2018-11-17,Second Class,Consumer,United States,Ohio,East,OFF-BI-10002949,Office Supplies,Binders,Prestige Round Ring Binders,3.648,False,False,OFF-BI-10002949 | Prestige Round Ring Binders,3,2018,11,November,2018-11,0,Passed,No known data-quality issue
ORD-03106,CUST-0564,2018-08-18,2018-08-23,Second Class,Corporate,United States,New York,East,FUR-FU-10003849,Furniture,Furnishings,"DAX Metal Frame, Desktop, Stepped-Edge",40.48,False,False,"FUR-FU-10003849 | DAX Metal Frame, Desktop, Stepped-Edge",5,2018,8,August,2018-08,0,Passed,No known data-quality issue
ORD-03106,CUST-0564,2018-08-18,2018-08-23,Second Class,Corporate,United States,New York,East,FUR-FU-10000010,Furniture,Furnishings,"DAX Value U-Channel Document Frames, Easel Back",9.94,False,False,"FUR-FU-10000010 | DAX Value U-Channel Document Frames, Easel Back",5,2018,8,August,2018-08,0,Passed,No known data-quality issue
ORD-03106,CUST-0564,2018-08-18,2018-08-23,Second Class,Corporate,United States,New York,East,OFF-BI-10002824,Office Supplies,Binders,Recycled Easel Ring Binders,107.424,False,False,OFF-BI-10002824 | Recycled Easel Ring Binders,5,2018,8,August,2018-08,0,Passed,No known data-quality issue
